Survey Id,Parent Id,Survey Name,Type,Activity,Company,Survey Company,Vessel,Client,Country,Complete,Mobilisation Location,Mobilisation Start,Deployment Start,Production Start,Production End,Retrieval End,Demobilisation End,Demobilisation Location,Number of Streamers,Streamer Separation,Streamer Length,Sail Line Separation,Report,Combo Report,Tides,Ocean Current,FFSQKM,FFSQKM Method,Shot Patch SQKM,Shotpatch Method,FF Minimum Water Depth (m),FF Maximum Water Depth (m),CentreLAT,CentreLONG,Replay
19AE_01665,19AE_01586,ADNOC Offshore Phase 03 OBN,OBN,Source,BGP,BGP,Hai Bao Liu Hoa (HB6),Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Aby Zaby -  UNITED ARAB EMITATES,8/25/2019 0:00,8/25/2019 10:30,8/25/2019 15:30,5/18/2020 1:00,,5/18/2020 3:00,At Sea -  UNITED ARAB EMIRATES,,,,50,https://portal.seisintel.com/resources/reports/19AE_01665_v0.1A_comp20200518_0000.pdf,https://portal.seisintel.com/resources/reports/19AE_01586_v0.1C_comp20200523_0900.pdf,https://portal.seisintel.com/resources/tides/19AE_01665_TIDEOUTPUT_25.0020_52.8239_20190818-20200601_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19AE_01665_Z500_D0_20200517_1200.mp4,1739,Inferred from AIS,,,,,25.0835,52.778,"https://portal.seisintel.com/#/path/19AE_01586,19AE_01587,19AE_01612,19AE_01665,20AE_01813,20AE_01814,19AE_01929"
19AE_01612,19AE_01586,ADNOC Offshore Phase 03 OBN,OBN,Source,BGP,BGP,Hai Bao Qi (HB7),Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zhabi -  UNITED ARAB EMIRATES,7/21/2019 0:00,7/22/2019 12:15,7/23/2019 4:00,5/20/2020 20:45,5/20/2020 21:45,5/21/2020 0:00,At Sea -  UNITED ARAB EMIRATES,,,,50,https://portal.seisintel.com/resources/reports/19AE_01612_v0.1A_comp20200521_0000.pdf,https://portal.seisintel.com/resources/reports/19AE_01586_v0.1C_comp20200523_0900.pdf,https://portal.seisintel.com/resources/tides/19AE_01612_TIDEOUTPUT_25.0010_52.8234_20190715-20200603_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19AE_01612_Z500_D0_20200430_1200.mp4,1739,Inferred from AIS,,,,,25.0825,52.7775,"https://portal.seisintel.com/#/path/19AE_01586,19AE_01587,19AE_01612,19AE_01665,20AE_01813,20AE_01814,19AE_01929"
20AE_02003,20AE_01860,ADNOC Offshore Phase 04 OBN,OBN,Source,BGP,BGP,Hai Bao Liu Hoa (HB6),Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zaby -  UNITED ARAB EMIRATES,9/23/2020 0:00,9/25/2020 5:00,9/25/2020 7:00,4/29/2021 11:30,,4/29/2021 12:00,At Sea -  UNITED ARAB EMIRATES,,,,50,https://portal.seisintel.com/resources/reports/20AE_02003_v0.1A_comp20210429_1200.pdf,https://portal.seisintel.com/resources/reports/20AE_01860_v0.1C_comp20210430_0800.pdf,https://portal.seisintel.com/resources/tides/20AE_02003_TIDEOUTPUT_24.9793_53.0912_20200918-20210513_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_02003_Z500_D10_20201027_1200.mp4,2324,Inferred from AIS,,,,,25.0545,53.1,"https://portal.seisintel.com/#/path/20AE_01860,20AE_01861,20AE_01862,20AE_01863,20AE_01936,20AE_01937,20AE_02003"
20AE_01860,20AE_01860,ADNOC Offshore Phase 04 OBN,OBN,Node Layout,BGP,BGP,Stanford Bateleur,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,5/17/2020 12:00,5/17/2020 19:00,5/17/2020 19:30,4/23/2021 22:00,4/23/2021 22:15,4/24/2021 0:00,At Sea -  UNITED ARAB EMIRATES,,,,300,https://portal.seisintel.com/resources/reports/20AE_01860_v0.1A_comp20210424_0000.pdf,https://portal.seisintel.com/resources/reports/20AE_01860_v0.1C_comp20210430_0800.pdf,https://portal.seisintel.com/resources/tides/20AE_01860_TIDEOUTPUT_25.0809_53.1139_20200510-20210507_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01860_Z500_D0_20210515_1200.mp4,2324,Inferred from AIS,,,,,25.0635,53.11,"https://portal.seisintel.com/#/path/20AE_01860,20AE_01861,20AE_01862,20AE_01863,20AE_01936,20AE_01937,20AE_02003"
20AE_01936,20AE_01860,ADNOC Offshore Phase 04 OBN,OBN,Node Layout,BGP,BGP,Athba,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At SEA -  UNITED ARAB EMIRATES,5/16/2020 12:00,5/16/2020 14:30,5/17/2020 12:00,4/23/2021 19:00,4/23/2021 19:30,4/23/2021 20:00,At SEA -  UNITED ARAB EMIRATES,,,,300,https://portal.seisintel.com/resources/reports/20AE_01936_v0.1A_comp20210423_2000.pdf,https://portal.seisintel.com/resources/reports/20AE_01860_v0.1C_comp20210430_0800.pdf,https://portal.seisintel.com/resources/tides/20AE_01936_TIDEOUTPUT_25.0681_53.1105_20200509-20210507_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01936_Z500_D0_20210513_1200.mp4,2324,Inferred from AIS,,,,,25.062,53.1125,"https://portal.seisintel.com/#/path/20AE_01860,20AE_01861,20AE_01862,20AE_01863,20AE_01936,20AE_01937,20AE_02003"
20AE_01862,20AE_01860,ADNOC Offshore Phase 04 OBN,OBN,Source,BGP,BGP,Hai Bao Qi (HB7),Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,5/21/2020 0:00,5/21/2020 6:00,5/21/2020 13:00,4/30/2021 7:30,,4/30/2021 8:00,At Sea -  UNITED ARAB EMIRATES,,,,50,https://portal.seisintel.com/resources/reports/20AE_01862_v0.1A_comp20210430_0800.pdf,https://portal.seisintel.com/resources/reports/20AE_01860_v0.1C_comp20210430_0800.pdf,https://portal.seisintel.com/resources/tides/20AE_01862_TIDEOUTPUT_25.0630_53.1052_20200514-20210514_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01862_Z500_D0_20210405_1200.mp4,2324,Inferred from AIS,,,,,25.0545,53.1145,"https://portal.seisintel.com/#/path/20AE_01860,20AE_01861,20AE_01862,20AE_01863,20AE_01936,20AE_01937,20AE_02003"
20AE_01861,20AE_01860,ADNOC Offshore Phase 04 OBN,OBN,Source,BGP,BGP,Hai Bao Liu Hoa (HB6),Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,5/18/2020 3:00,,5/18/2020 3:45,8/31/2020 14:00,,8/31/2020 15:00,At Sea -  UNITED ARAB EMIRATES,,,,50,https://portal.seisintel.com/resources/reports/20AE_01861_v0.1A_comp20200731_1500.pdf,https://portal.seisintel.com/resources/reports/20AE_01860_v0.1C_comp20210430_0800.pdf,https://portal.seisintel.com/resources/tides/20AE_01861_TIDEOUTPUT_25.1183_53.0702_20200511-20200914_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01861_Z500_D0_20200830_1200.mp4,2324,Inferred from AIS,,,,,25.0625,53.127,"https://portal.seisintel.com/#/path/20AE_01860,20AE_01861,20AE_01862,20AE_01863,20AE_01936,20AE_01937,20AE_02003"
20AE_01863,20AE_01860,ADNOC Offshore Phase 04 OBN,OBN,Source,BGP,BGP,Dong Fang Kan Tan No. 1,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,5/23/2020 9:00,,5/23/2020 11:45,4/30/2021 0:45,,4/30/2021 1:00,At Sea -  UNITED ARAB EMIRATES,,,,100,https://portal.seisintel.com/resources/reports/20AE_01863_v0.1A_comp20210430_0100.pdf,https://portal.seisintel.com/resources/reports/20AE_01860_v0.1C_comp20210430_0800.pdf,https://portal.seisintel.com/resources/tides/20AE_01863_TIDEOUTPUT_25.0692_53.1129_20200516-20210514_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01863_Z500_D0_20210521_1200.mp4,2324,Inferred from AIS,,,,,25.0595,53.1075,"https://portal.seisintel.com/#/path/20AE_01860,20AE_01861,20AE_01862,20AE_01863,20AE_01936,20AE_01937,20AE_02003"
20AE_01937,20AE_01860,ADNOC Offshore Phase 04 OBN,OBN,Source,BGP,BGP,BGP Challenger,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,8/3/2020 12:00,,8/3/2020 18:00,10/2/2020 4:00,10/2/2020 7:15,10/2/2020 12:00,At Sea -  UNITED ARAB EMIRATES,,,,100,https://portal.seisintel.com/resources/reports/20AE_01937_v0.1A_comp20201002_1200.pdf,https://portal.seisintel.com/resources/reports/20AE_01860_v0.1C_comp20210430_0800.pdf,https://portal.seisintel.com/resources/tides/20AE_01937_TIDEOUTPUT_25.0753_53.0195_20200727-20201016_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01937_Z500_D0_20201001_1200.mp4,2324,Inferred from AIS,,,,,25.0615,53.0395,"https://portal.seisintel.com/#/path/20AE_01860,20AE_01861,20AE_01862,20AE_01863,20AE_01936,20AE_01937,20AE_02003"
20AE_01933,20AE_01934,ADNOC Offshore Phase 05 OBN,OBN,Source,BGP,BGP,BGP Explorer,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,8/13/2020 21:00,8/14/2020 2:45,8/14/2020 4:45,9/20/2020 0:00,9/20/2020 7:00,9/21/2020 0:00,At Sea -  UNITED ARAB EMIRATES,,,,100,,,https://portal.seisintel.com/resources/tides/20AE_01933_TIDEOUTPUT_25.3785_53.3623_20200807-20201004_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01933_Z500_D0_20200812_1200.mp4,366,Inferred from AIS,,,,,25.3775,53.3625,"https://portal.seisintel.com/#/path/20AE_01933,20AE_01934,20AE_01935,20AE_02002"
20AE_02002,20AE_01934,ADNOC Offshore Phase 05 OBN,OBN,Source,BGP,BGP,Hai Bao Liu Hoa (HB6),Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,8/31/2020 15:00,,8/31/2020 16:00,9/21/2020 14:00,9/21/2020 16:00,9/23/2020 0:00,Abu Zaby -  UNITED ARAB EMIRATES,,,,50,,,,,366,Inferred from AIS,,,,,25.377,53.363,"https://portal.seisintel.com/#/path/20AE_01933,20AE_01934,20AE_01935,20AE_02002"
20AE_01935,20AE_01934,ADNOC Offshore Phase 05 OBN,OBN,Node Layout,BGP,BGP,BGP Glory,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,8/2/2020 18:00,8/2/2020 18:30,8/2/2020 19:30,9/21/2020 3:45,9/21/2020 4:00,9/21/2020 5:00,At Sea -  UNITED ARAB EMIRATES,,,,300,,,https://portal.seisintel.com/resources/tides/20AE_01935_TIDEOUTPUT_25.3748_53.3857_20200726-20201005_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01935_Z500_D0_20200802_1200.mp4,366,Inferred from AIS,,,,,25.373,53.386,"https://portal.seisintel.com/#/path/20AE_01933,20AE_01934,20AE_01935,20AE_02002"
20AE_01934,20AE_01934,ADNOC Offshore Phase 05 OBN,OBN,Node Layout,BGP,BGP,BGP Commander,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,8/2/2020 18:00,8/2/2020 20:45,8/2/2020 21:15,9/19/2020 14:45,9/19/2020 15:00,9/19/2020 17:00,At Sea -  UNITED ARAB EMIRATES,,,,300,,,https://portal.seisintel.com/resources/tides/20AE_01934_TIDEOUTPUT_25.3741_53.3864_20200726-20201003_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01934_Z500_D0_20200802_1200.mp4,366,Inferred from AIS,,,,,25.3725,53.3865,"https://portal.seisintel.com/#/path/20AE_01933,20AE_01934,20AE_01935,20AE_02002"
21AE_02315,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Grav / Mag,BGP,BGP,Crest Radiant 5,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zaby -  UNITED ARAB EMIRATES,11/22/2021 0:00,11/23/2021 18:00,11/23/2021 18:30,1/9/2022 22:00,1/9/2022 23:00,1/10/2021 0:00,At Sea -  UNITED ARAB EMIRATES,,,,,,,,,5725,Inferred from AIS,,,,,24.6595,54.0755,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
21AE_02175,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Source,BGP,BGP,Hai Bao Qi (HB7),Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zaby -  UNITED ARAB EMIRATES,7/12/2021 12:00,7/13/2021 0:00,7/13/2021 3:00,8/26/2021 3:00,8/26/2021 4:30,8/28/2021 0:00,Abu Zaby -  UNITED ARAB EMIRATES,,,,50,,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1C_comp20210831_0000.pdf,https://portal.seisintel.com/resources/tides/21AE_02175_TIDEOUTPUT_24.5306_53.7570_20210706-20210909_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21AE_02175_Z500_D0_20210826_1200.mp4,5725,Inferred from AIS,,,,,24.679,54.11,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
21AE_02152,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Source,BGP,BGP,REM Andes,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,3/1/2021 0:01,,3/1/2021 0:02,8/26/2021 5:30,8/26/2021 13:00,8/29/2021 12:00,Abu Zaby -  UNITED ARAB EMIRATES,,,,100,https://portal.seisintel.com/resources/reports/21AE_02152_v0.1A_comp20210829_1200.pdf,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1C_comp20210831_0000.pdf,https://portal.seisintel.com/resources/tides/21AE_02152_TIDEOUTPUT_24.7819_54.0393_20210222-20210909_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21AE_02152_Z500_D0_20210822_1200.mp4,5725,Inferred from AIS,,,,,24.7095,54.161,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
20AE_01816,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Node Layout,BGP,BGP,Ocean Pearl,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zaby -  UNITED ARAB EMIRATES,3/12/2020 0:00,3/26/2020 15:30,3/26/2020 16:00,8/31/2021 1:30,8/31/2021 1:45,8/31/2021 6:00,At Sea -  UNITED ARAB EMIRATES,,,,300,https://portal.seisintel.com/resources/reports/20AE_01816_v0.1A_comp20210831_0600.pdf,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1C_comp20210831_0000.pdf,https://portal.seisintel.com/resources/tides/20AE_01816_TIDEOUTPUT_24.7263_54.0410_20200319-20210914_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01816_Z500_D0_20210323_1200.mp4,5725,Inferred from AIS,,,,,24.6935,54.1175,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
20AE_02043,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Node Layout,BGP,BGP,FOS Orion,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zaby -  UNITED ARAB EMIRATES,10/22/2020 0:00,12/14/2020 18:00,12/15/2020 12:00,8/23/2021 1:30,8/23/2021 2:00,8/27/2021 0:00,Off Abu Zaby -  UNITED ARAB EMIRATES,,,,300,https://portal.seisintel.com/resources/reports/20AE_02043_v0.1A_comp20210827_0000.pdf,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1C_comp20210831_0000.pdf,https://portal.seisintel.com/resources/tides/20AE_02043_TIDEOUTPUT_24.5689_53.8980_20201207-20210906_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_02043_Z500_D0_20210815_1200.mp4,5725,Inferred from AIS,,,,,24.6795,54.1065,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
21AE_02184,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Source,BGP,BGP,Hai Bao Wu Hao,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zaby -  UNITED ARAB EMIRATES,5/27/2021 0:00,5/29/2021 0:00,5/29/2021 2:15,6/9/2021 14:00,6/9/2021 15:15,6/11/2021 0:00,At Sea -  UNITED ARAB EMIRATES,,,,50,,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1C_comp20210831_0000.pdf,,,5725,Inferred from AIS,,,,,24.688,54.11,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
20AE_01939,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Source,BGP,BGP,Seabulk Advantage,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,3/22/2020 0:00,3/22/2020 6:15,3/29/2020 8:45,10/2/2020 17:30,10/2/2020 18:30,10/6/2020 0:00,Abu Zaby -  UNITED ARAB EMIRATES,,,,100,https://portal.seisintel.com/resources/reports/20AE_01939_v0.1A_comp20201006_0000.pdf,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1C_comp20210831_0000.pdf,https://portal.seisintel.com/resources/tides/20AE_01939_TIDEOUTPUT_24.9213_54.2696_20200315-20201016_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01939_Z500_D0_20200830_1200.mp4,5725,Inferred from AIS,,,,,24.771,54.1265,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
20AE_01808,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Node Layout,BGP,BGP,REM Aquarius,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zaby -  UNITED ARAB EMIRATES,3/1/2020 0:00,3/23/2020 13:00,3/23/2020 13:30,8/28/2021 14:00,8/28/2021 14:15,8/29/2021 0:00,At Sea -  UNITED ARAB EMIRATES,,,,300,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1A_comp20210829_0000.pdf,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1C_comp20210831_0000.pdf,https://portal.seisintel.com/resources/tides/20AE_01808_TIDEOUTPUT_24.7206_54.0387_20200316-20210911_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01808_Z500_D10_20210321_1200.mp4,5725,Inferred from AIS,,,,,24.69,54.117,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
20AE_01951,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Source,BGP,BGP,Crest Argus 2,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zaby -  UNITED ARAB EMIRATES,8/16/2020 0:00,8/20/2020 15:30,8/31/2020 17:30,8/3/2021 22:00,8/4/2021 0:30,8/4/2021 6:00,At Sea -  UNITED ARAB EMIRATES,,,,100,https://portal.seisintel.com/resources/reports/20AE_01951_v0.1A_comp20210804_0600.pdf,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1C_comp20210831_0000.pdf,https://portal.seisintel.com/resources/tides/20AE_01951_TIDEOUTPUT_24.7623_53.9837_20200813-20210818_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01951_Z500_D0_20210715_1200.mp4,5725,Inferred from AIS,,,,,24.714,54.091,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
20AE_01809,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Source,BGP,BGP,REM Andes,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zaby -  UNITED ARAB EMIRATES,3/1/2020 0:00,3/23/2020 11:00,3/25/2020 20:00,3/1/2021 0:00,,3/1/2021 0:01,At Sea -  UNITED ARAB EMIRATES,,,,100,https://portal.seisintel.com/resources/reports/20AE_01809_v0.1A_comp20210301_0001.pdf,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1C_comp20210831_0000.pdf,https://portal.seisintel.com/resources/tides/20AE_01809_TIDEOUTPUT_24.7843_53.9930_20200316-20210315_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01809_Z500_D10_20210323_1200.mp4,5725,Inferred from AIS,,,,,24.728,54.0915,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
20AE_01932,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Source,BGP,BGP,BGP Explorer,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,8/5/2020 12:00,8/5/2020 21:00,8/6/2020 0:00,8/13/2020 17:00,8/13/2020 18:15,8/13/2020 21:00,At Sea -  UNITED ARAB EMIRATES,,,,100,https://portal.seisintel.com/resources/reports/20AE_01932_v0.1A_comp20200813_2100.pdf,https://portal.seisintel.com/resources/reports/20AE_01808_v0.1C_comp20210831_0000.pdf,,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_01932_Z500_D0_20200813_1200.mp4,5725,Inferred from AIS,,,,,24.7075,54.11,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
21AE_02228,20AE_01808,ADNOC Offshore Phase 06 OBN,OBN,Node Layout,BGP,BGP,Crest Radiant 5,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,Abu Zaby -  UNITED ARAB EMIRATES,6/28/2021 0:00,7/12/2021 1:00,7/12/2021 7:00,8/25/2021 10:30,8/25/2021 11:00,8/25/2021 18:00,At Sea -  UNITED ARAB EMIRATES,,,,,,,,,5725,Inferred from AIS,,,,,24.6465,54.11,"https://portal.seisintel.com/#/path/20AE_01808,20AE_01809,20AE_01816,20AE_01932,20AE_01939,20AE_01951,20AE_02043,21AE_02152,21AE_02175,21AE_02184,21AE_02228,21AE_02315"
20AE_02004,20AE_02004,ADNOC Offshore Phase 07 OBN,OBN,Node Layout,BGP,BGP,BGP Glory,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,9/21/2020 5:00,9/21/2020 9:45,9/21/2020 10:00,7/2/2021 12:00,7/2/2021 12:30,7/2/2021 15:00,At Sea -  UNITED ARAB EMIRATES,,,,300,https://portal.seisintel.com/resources/reports/20AE_02004_v0.1A_comp20210702_1500.pdf,https://portal.seisintel.com/resources/reports/20AE_02004_v0.1C_comp20210706_0000.pdf,https://portal.seisintel.com/resources/tides/20AE_02004_TIDEOUTPUT_25.3058_53.9794_20200914-20210716_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_02004_Z500_D0_20210626_1200.mp4,3180,Inferred from AIS,,,,,25.3605,54.0925,"https://portal.seisintel.com/#/path/20AE_02001,20AE_02004,20AE_02005,20AE_02006,21AE_02134,21AE_02183,21AE_02185"
21AE_02185,20AE_02004,ADNOC Offshore Phase 07 OBN,OBN,Source,BGP,BGP,Hai Bao Wu Hao,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,6/11/2021 0:00,6/12/2021 0:00,6/12/2021 4:00,7/5/2021 12:00,,7/5/2021 18:00,At Sea -  UNITED ARAB EMIRATES,,,,50,,https://portal.seisintel.com/resources/reports/20AE_02004_v0.1C_comp20210706_0000.pdf,,,3180,Inferred from AIS,,,,,25.357,54.044,"https://portal.seisintel.com/#/path/20AE_02001,20AE_02004,20AE_02005,20AE_02006,21AE_02134,21AE_02183,21AE_02185"
21AE_02134,20AE_02004,ADNOC Offshore Phase 07 OBN,OBN,Source,BGP,BGP,Hai Bao Wu Hao,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,9/23/2020 12:00,9/23/2020 18:00,9/26/2020 11:00,3/5/2021 10:00,3/5/2021 11:15,3/7/2021 0:00,Abu Zaby -  UNITED ARAB EMIRATES,,,,50,https://portal.seisintel.com/resources/reports/21AE_02134_v0.1A_comp20210307_0000.pdf,https://portal.seisintel.com/resources/reports/20AE_02004_v0.1C_comp20210706_0000.pdf,https://portal.seisintel.com/resources/tides/21AE_02134_TIDEOUTPUT_25.2975_54.0191_20200916-20210319_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21AE_02134_Z500_D0_20210102_1200.mp4,3180,Inferred from AIS,,,,,25.353,54.1255,"https://portal.seisintel.com/#/path/20AE_02001,20AE_02004,20AE_02005,20AE_02006,21AE_02134,21AE_02183,21AE_02185"
20AE_02006,20AE_02004,ADNOC Offshore Phase 07 OBN,OBN,Node Layout,BGP,BGP,BGP Commander,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Yes,At Sea -  UNITED ARAB EMIRATES,9/19/2020 17:00,9/19/2020 17:15,9/19/2020 18:00,7/2/2021 21:15,7/2/2021 21:30,7/2/2021 23:00,At Sea -  UNITED ARAB EMIRATES,,,,300,https://portal.seisintel.com/resources/reports/20AE_02006_v0.1A_comp20210702_2300.pdf,https://portal.seisintel.com/resources/reports/20AE_02004_v0.1C_comp20210706_0000.pdf,https://portal.seisintel.com/resources/tides/20AE_02006_TIDEOUTPUT_25.3080_53.9747_20200912-20210716_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_20AE_02006_Z500_D0_20210629_1200.mp4,3180,Inferred from AIS,,,,,25.363,54.084,"https://portal.seisintel.com/#/path/20AE_02001,20AE_02004,20AE_02005,20AE_02006,21AE_02134,21AE_02183,21AE_02185"
