Survey Id,Parent Id,Survey Name,Type,Activity,Company,Survey Company,Vessel,Client,Country,Complete,Mobilisation Location,Mobilisation Start,Deployment Start,Production Start,Production End,Retrieval End,Demobilisation End,Demobilisation Location,Number of Streamers,Streamer Separation,Streamer Length,Sail Line Separation,Report,Combo Report,Tides,Ocean Current,FFSQKM,FFSQKM Method,Shot Patch SQKM,Shotpatch Method,FF Minimum Water Depth (m),FF Maximum Water Depth (m),CentreLAT,CentreLONG,Replay
21GB_02144,21GB_02144,Scott OBN,OBN,Node Layout,Axxis Geo Solutions (AGS),Axxis Geo Solutions (AGS),Assister,CNOOC International,United Kingdom,Yes,Aberdeen -  UNITED KINGDOM,6/24/2021 0:00,6/29/2021 11:00,6/29/2021 20:00,7/30/2021 5:00,7/30/2021 14:00,8/2/2021 0:00,Aberdeen -  UNITED KINGDOM,,,,300,https://portal.seisintel.com/resources/reports/21GB_02144_v0.1A_comp20210802_0000.pdf,https://portal.seisintel.com/resources/reports/21GB_02144_v0.1C_comp20210802_0000.pdf,https://portal.seisintel.com/resources/tides/21GB_02144_TIDEOUTPUT_58.2765_0.2262_20210622-20210813_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_21GB_02144_Z500_D10_20210730_1200.mp4,90,Inferred from AIS,,,137,140,58.2765,0.2265,"https://portal.seisintel.com/#/path/21GB_02144,21GB_02145"
18TT_01201,18TT_01200,SECC OBN,OBN,Source,Fairfield Geotechnologies,Fairfield Geotechnologies,Geowave Commander,EOG Resources,Trinidad and Tobago,Yes,Chaguaramas -  TRINIDAD AND TOBAGO,4/21/2018 0:00,4/22/2018 10:30,4/23/2018 20:30,6/20/2018 12:00,6/20/2018 15:45,6/22/2018 0:00,Chaguaramas -  TRINDAD AND TOBAGO,,,,,https://portal.seisintel.com/resources/reports/18TT_01201_v0.1A_comp20180622_0000.pdf,https://portal.seisintel.com/resources/reports/18TT_01200_v0.1C_comp20180623_0000.pdf,https://portal.seisintel.com/resources/tides/18TT_01201_TIDEOUTPUT_10.0399_-60.6498_20180415-20180704_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18TT_01201_Z500_D10_20180622_0000.mp4,238,Inferred from AIS,760,Inferred from AIS,,,10.0445,-60.65,"https://portal.seisintel.com/#/path/18TT_01200,18TT_01201,18TT_01202"
18TT_01202,18TT_01200,SECC OBN,OBN,Source,Fairfield Geotechnologies,Fairfield Geotechnologies,Sanco Star,EOG Resources,Trinidad and Tobago,Yes,Chaguaramas -  TRINIDAD AND TOBAGO,4/16/2018 12:00,4/22/2018 10:30,4/23/2018 11:15,6/20/2018 22:45,6/21/2018 1:45,6/22/2018 0:00,Chaguaramas -  TRINDAD AND TOBAGO,,,,,https://portal.seisintel.com/resources/reports/18TT_01202_v0.1A_comp20180622_0000.pdf,https://portal.seisintel.com/resources/reports/18TT_01200_v0.1C_comp20180623_0000.pdf,https://portal.seisintel.com/resources/tides/18TT_01202_TIDEOUTPUT_10.0395_-60.6499_20180415-20180705_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18TT_01202_Z500_D10_20180622_0000.mp4,238,Inferred from AIS,760,Inferred from AIS,,,10.0435,-60.65,"https://portal.seisintel.com/#/path/18TT_01200,18TT_01201,18TT_01202"
18TT_01200,18TT_01200,SECC OBN,OBN,Node Layout,Fairfield Geotechnologies,Fairfield Geotechnologies,Ocean Pearl,EOG Resources,Trinidad and Tobago,Yes,Chaguaramas -  TRINDAD AND TOBAGO,4/21/2018 0:00,4/22/2018 17:30,4/23/2018 7:30,6/21/2018 5:00,6/21/2018 5:30,6/23/2018 0:00,Chaguaramas -  TRINDAD AND TOBAGO,,,,,https://portal.seisintel.com/resources/reports/18TT_01200_v0.1A_comp20180623_0000.pdf,https://portal.seisintel.com/resources/reports/18TT_01200_v0.1C_comp20180623_0000.pdf,https://portal.seisintel.com/resources/tides/18TT_01200_TIDEOUTPUT_10.0402_-60.6480_20180415-20180705_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18TT_01200_Z500_D10_20180623_0000.mp4,238,Inferred from AIS,760,Inferred from AIS,64,71,10.0405,-60.6575,"https://portal.seisintel.com/#/path/18TT_01200,18TT_01201,18TT_01202"
24BR_02831,24BR_02831,Sepia OBN,OBN,Node Layout,PXGEO,PXGEO,Siem Dorado,Petrobras,Brazil,In Progress,Niteroi -  BRAZIL,1/13/2024 0:00,1/15/2024 4:00,1/15/2024 12:00,,,,,,,,900,https://portal.seisintel.com/resources/reports/24BR_02831_v0.1A_inpr20240531_0146.pdf,https://portal.seisintel.com/resources/reports/24BR_02831_v0.1C_inpr20240531_0158.pdf,https://portal.seisintel.com/resources/tides/24BR_02831_TIDEOUTPUT_-25.1935_-42.5430_20240108-20240614_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_24BR_02831_Z500_D10_20240528_1200_inpr.mp4,687,Inferred from AIS,1115,Inferred from AIS,2110,2160,-25.194,-42.5435,"https://portal.seisintel.com/#/path/24BR_02831,24BR_02832"
24BR_02832,24BR_02831,Sepia OBN,OBN,Source,PXGEO,PXGEO,Artemis Odyssey,Petrobras,Brazil,Yes,Niteroi -  BRAZIL,1/11/2024 0:00,1/19/2024 5:30,1/29/2024 0:00,4/30/2024 5:45,4/30/2024 23:45,5/3/2024 0:00,Off Niteroi -  BRAZIL,,,,150,https://portal.seisintel.com/resources/reports/24BR_02832_v0.1A_comp20240503_0000.pdf,https://portal.seisintel.com/resources/reports/24BR_02831_v0.1C_inpr20240531_0158.pdf,https://portal.seisintel.com/resources/tides/24BR_02832_TIDEOUTPUT_-25.1824_-42.5372_20240112-20240514_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_24BR_02832_Z500_D10_20240524_1200_inpr.mp4,687,Inferred from AIS,1115,Inferred from AIS,,,-25.184,-42.5385,"https://portal.seisintel.com/#/path/24BR_02831,24BR_02832"
19US_01709,19US_01707,Shenzi OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Sanco Spirit,BHP / Repsol / Hess,United States,Yes,Port Fourchon -  UNITED STATES,10/14/2019 0:00,10/20/2019 18:00,10/28/2019 12:45,1/9/2020 1:00,1/9/2020 5:00,1/10/2020 0:00,Port Fourchon -  UNITED STATES,,,,100,https://portal.seisintel.com/resources/reports/19US_01709_v0.1A_comp20200110_0000.pdf,https://portal.seisintel.com/resources/reports/19US_01707_v0.1C_comp20200129_0000.pdf,https://portal.seisintel.com/resources/tides/19US_01709_TIDEOUTPUT_27.3270_-90.1042_20191013-20200123_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19US_01709_Z500_D10_20200108_1200.mp4,1397,Inferred from AIS,1686,Inferred from AIS,,,27.3215,-90.1065,"https://portal.seisintel.com/#/path/19US_01707,19US_01708,19US_01709"
19US_01707,19US_01707,Shenzi OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,REM Saltire,BHP / Repsol / Hess,United States,Yes,Port Fourchon -  UNITED STATES,10/14/2019 0:00,10/23/2019 2:00,10/23/2019 3:00,1/26/2020 2:00,1/26/2020 11:00,1/29/2020 0:00,Galveston -  UNITED STATES,,,,2000,https://portal.seisintel.com/resources/reports/19US_01707_v0.1A_comp20200129_0000.pdf,https://portal.seisintel.com/resources/reports/19US_01707_v0.1C_comp20200129_0000.pdf,https://portal.seisintel.com/resources/tides/19US_01707_TIDEOUTPUT_27.3324_-90.1120_20191016-20200209_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19US_01707_Z500_D10_20200126_1200.mp4,1397,Inferred from AIS,1686,Inferred from AIS,1090,2180,27.331,-90.1125,"https://portal.seisintel.com/#/path/19US_01707,19US_01708,19US_01709"
19US_01708,19US_01707,Shenzi OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Artemis Arctic,BHP / Repsol / Hess,United States,Yes,Port Fourchon -  UNITED STATES,10/14/2019 0:00,10/20/2019 18:00,10/27/2019 18:30,1/9/2020 1:30,1/9/2020 5:00,1/10/2020 0:00,Port Fourchon -  UNITED STATES,,,,100,https://portal.seisintel.com/resources/reports/19US_01708_v0.1A_comp20200110_0000.pdf,https://portal.seisintel.com/resources/reports/19US_01707_v0.1C_comp20200129_0000.pdf,https://portal.seisintel.com/resources/tides/19US_01708_TIDEOUTPUT_27.3293_-90.1060_20191013-20200123_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_19US_01708_Z500_D10_20200108_1200.mp4,1397,Inferred from AIS,1686,Inferred from AIS,,,27.3255,-90.1085,"https://portal.seisintel.com/#/path/19US_01707,19US_01708,19US_01709"
22NO_02490,22NO_02489,Sleipner East CCS/CO2 4D OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Sanco Atlantic,Equinor Energy AS / Gassnova,Norway,Yes,At Sea -  NORWAY,8/13/2022 6:00,8/15/2022 11:00,8/23/2022 2:15,8/31/2022 0:00,8/31/2022 6:00,8/31/2022 9:00,At Sea -  NORWAY,,,,100,,https://portal.seisintel.com/resources/reports/22NO_02489_v0.1C_comp20220904_0000.pdf,https://portal.seisintel.com/resources/tides/22NO_02490_TIDEOUTPUT_58.3742_1.9483_20220808-20220914_TPXO_inpr.zip,,8,Inferred from AIS,17,Inferred from AIS,,,58.374,1.949,"https://portal.seisintel.com/#/path/22NO_02489,22NO_02490,22NO_02500"
22NO_02489,22NO_02489,Sleipner East CCS/CO2 4D (Node Layout) OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,Sanco Atlantic,Equinor Energy AS / Gassnova,Norway,Yes,Tananger -  NORWAY,8/5/2022 0:00,8/11/2022 6:00,8/11/2022 17:00,8/13/2022 3:15,8/13/2022 5:00,8/13/2022 6:00,At Sea -  NORWAY,,,,500,,https://portal.seisintel.com/resources/reports/22NO_02489_v0.1C_comp20220904_0000.pdf,,,8,Inferred from AIS,17,Inferred from AIS,85,86,58.3775,1.9505,"https://portal.seisintel.com/#/path/22NO_02489,22NO_02490,22NO_02500"
22NO_02500,22NO_02489,Sleipner East CCS/CO2 4D (Node Retrieve) OBN,OBN,Node Retrieval,Magseis Fairfield,Magseis Fairfield,Sanco Atlantic,Equinor Energy AS / Gassnova,Norway,Yes,At Sea -  NORWAY,8/31/2022 9:00,8/31/2022 12:00,8/31/2022 13:30,9/1/2022 7:00,9/1/2022 14:45,9/4/2022 0:00,Tananger -  NORWAY,,,,500,,https://portal.seisintel.com/resources/reports/22NO_02489_v0.1C_comp20220904_0000.pdf,,,8,Inferred from AIS,17,Inferred from AIS,,,58.3775,1.9505,"https://portal.seisintel.com/#/path/22NO_02489,22NO_02490,22NO_02500"
22IN_02554,22IN_02551,South Tapti OBN,OBN,Source,SAExploration,SAExploration,Voyager Explorer,ONGC,India,Yes,Off Mumbai -  INDIA,11/6/2022 0:00,11/15/2022 0:00,11/16/2022 17:00,5/19/2023 7:00,5/19/2023 10:00,5/22/2023 0:00,Off Mumbai -  INDIA,,,,,https://portal.seisintel.com/resources/reports/22IN_02554_v0.1A_comp20230522_0000.pdf,https://portal.seisintel.com/resources/reports/22IN_02551_v0.1C_comp20230602_0000.pdf,https://portal.seisintel.com/resources/tides/22IN_02554_TIDEOUTPUT_20.6115_71.9501_20221108-20230602_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22IN_02554_Z500_D0_20230521_1200.mp4,1523,Inferred from AIS,1722,Inferred from AIS,,,20.571,71.983,"https://portal.seisintel.com/#/path/22IN_02551,22IN_02552,22IN_02553,22IN_02554"
22IN_02553,22IN_02551,South Tapti OBN,OBN,Source,SAExploration,SAExploration,Crest Argus 2,ONGC,India,Yes,Off Mumbai -  INDIA,11/6/2022 0:00,11/15/2022 0:00,11/19/2022 18:00,5/22/2023 5:30,5/22/2023 7:30,5/25/2023 0:00,Mumbai -  INDIA,,,,,https://portal.seisintel.com/resources/reports/22IN_02553_v0.1A_comp20230525_0000.pdf,https://portal.seisintel.com/resources/reports/22IN_02551_v0.1C_comp20230602_0000.pdf,https://portal.seisintel.com/resources/tides/22IN_02553_TIDEOUTPUT_20.6147_71.9504_20221108-20230605_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22IN_02553_Z500_D0_20230524_1200.mp4,1523,Inferred from AIS,1722,Inferred from AIS,,,20.5735,71.9825,"https://portal.seisintel.com/#/path/22IN_02551,22IN_02552,22IN_02553,22IN_02554"
22IN_02551,22IN_02551,South Tapti OBN,OBN,Node Layout,SAExploration,SAExploration,Stanford Buzzard,ONGC,India,Yes,Off Mumbai -  INDIA,11/6/2022 0:00,11/12/2022 15:30,11/14/2022 8:00,5/23/2023 2:00,5/23/2023 10:30,5/22/2023 0:00,Off Mumbai -  INDIA,,,,300,https://portal.seisintel.com/resources/reports/22IN_02551_v0.1A_comp20230525_0000.pdf,https://portal.seisintel.com/resources/reports/22IN_02551_v0.1C_comp20230602_0000.pdf,https://portal.seisintel.com/resources/tides/22IN_02551_TIDEOUTPUT_20.6171_71.9517_20221105-20230606_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22IN_02551_Z500_D0_20230524_1200.mp4,1523,Inferred from AIS,1722,Inferred from AIS,2,25,20.5755,71.9805,"https://portal.seisintel.com/#/path/22IN_02551,22IN_02552,22IN_02553,22IN_02554"
22IN_02552,22IN_02551,South Tapti OBN,OBN,Node Layout,SAExploration,SAExploration,Stanford Hawk,ONGC,India,Yes,Off Mumbai -  INDIA,11/6/2022 0:00,11/14/2022 17:30,11/15/2022 12:30,5/31/2023 1:30,5/31/2023 11:00,6/2/2023 0:00,Mumbai -  INDIA,,,,300,https://portal.seisintel.com/resources/reports/22IN_02552_v0.1A_comp20230602_0000.pdf,https://portal.seisintel.com/resources/reports/22IN_02551_v0.1C_comp20230602_0000.pdf,https://portal.seisintel.com/resources/tides/22IN_02552_TIDEOUTPUT_20.6158_71.9509_20221107-20230616_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22IN_02552_Z500_D0_20230531_1200.mp4,1523,Inferred from AIS,1722,Inferred from AIS,,,20.5745,71.9795,"https://portal.seisintel.com/#/path/22IN_02551,22IN_02552,22IN_02553,22IN_02554"
22US_02487,22US_02483,Sparta (North Platte) OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Fulmar Explorer,Shell / Equinor,United States,Yes,Galveston -  UNITED STATES,8/24/2022 0:00,9/4/2022 5:30,9/7/2022 7:00,11/6/2022 19:30,11/7/2022 0:00,11/7/2022 18:00,Port Fourchon -  UNITED STATES,,,,100,https://portal.seisintel.com/resources/reports/22US_02487_v0.1A_comp20221107_1800.pdf,https://portal.seisintel.com/resources/reports/22US_02483_v0.1C_comp20221129_0000.pdf,https://portal.seisintel.com/resources/tides/22US_02487_TIDEOUTPUT_27.0377_-92.2500_20220828-20221121_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22US_02487_Z500_D10_20221107_1200.mp4,524,Inferred from AIS,3435,Inferred from AIS,,,27.045,-92.255,"https://portal.seisintel.com/#/path/22US_02483,22US_02486,22US_02487"
22US_02483,22US_02483,Sparta (North Platte) OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,Olympic Artemis,Shell / Equinor,United States,Yes,Galveston -  UNITED STATES,8/10/2022 0:00,8/20/2022 9:30,8/20/2022 15:00,11/26/2022 9:30,11/27/2022 0:00,11/29/2022 0:00,Port Fourchon -  UNITED STATES,,,,800,https://portal.seisintel.com/resources/reports/22US_02483_v0.1A_comp20221129_0000.pdf,https://portal.seisintel.com/resources/reports/22US_02483_v0.1C_comp20221129_0000.pdf,https://portal.seisintel.com/resources/tides/22US_02483_TIDEOUTPUT_27.0319_-92.2571_20220813-20221211_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22US_02483_Z500_D10_20221127_1200.mp4,524,Inferred from AIS,3435,Inferred from AIS,1280,1850,27.047,-92.238,"https://portal.seisintel.com/#/path/22US_02483,22US_02486,22US_02487"
22US_02486,22US_02483,Sparta (North Platte) OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Sanco Sword,Shell / Equinor,United States,Yes,Galveston -  UNITED STATES,8/10/2022 0:00,8/29/2022 18:30,9/2/2022 3:30,11/6/2022 19:00,11/6/2022 21:00,11/8/2022 0:00,Port Fourchon -  UNITED STATES,,,,400,https://portal.seisintel.com/resources/reports/22US_02486_v0.1A_comp20221108_0000.pdf,https://portal.seisintel.com/resources/reports/22US_02483_v0.1C_comp20221129_0000.pdf,https://portal.seisintel.com/resources/tides/22US_02486_TIDEOUTPUT_27.0371_-92.2512_20220822-20221120_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22US_02486_Z500_D10_20221010_1200.mp4,524,Inferred from AIS,3435,Inferred from AIS,,,27.043,-92.256,"https://portal.seisintel.com/#/path/22US_02483,22US_02486,22US_02487"
14NO_00904,14NO_00435,ST14205 Gullfaks OBN,OBN,Node Layout / Source,Fairfield,Fairfield,Artemis Athene,Statoil ASA,Norway,Yes,Bergen -  NORWAY,9/4/2014 18:00,9/5/2014 7:00,9/5/2014 12:00,9/15/2014 12:00,9/15/2014 16:00,9/17/2014 0:00,Bergen -  NORWAY,,,,100,https://portal.seisintel.com/resources/reports/14NO_00904_v0.1A_comp20140917_0200.pdf,,https://portal.seisintel.com/resources/tides/14NO_00904_TIDEOUTPUT_61.2046_2.2833_20140829-20140929_TPXO.zip,,143,Published Coordinates,125,Inferred from AIS,,,61.1985,2.264,"https://portal.seisintel.com/#/path/14NO_00435,14NO_00904"
14NO_00431,,ST14206 Oseberg OBN,OBN,,Magseis,Magseis,Artemis Athene,Statoil ASA,Norway,Yes,At Sea -  NORWAY,7/29/2014 0:00,7/29/2014 12:00,7/29/2014 15:00,9/4/2014 0:00,9/4/2014 10:00,9/4/2014 18:00,Bergen -  NORWAY,,,,,https://portal.seisintel.com/resources/reports/14NO_00431_v0.1A_comp20140904_2000.pdf,,https://portal.seisintel.com/resources/tides/14NO_00431_TIDEOUTPUT_60.3476_2.9521_20140722-20140918_TPXO.zip,,243,Published Coordinates,,,99,118,60.3575,2.927,
18NO_01231,18NO_01231,ST18211 Vigdis / Snorre 4D OBN,OBN,,Magseis Fairfield,Magseis Fairfield,Siddis Sailor,Statoil Petroleum AS,Norway,Yes,At Sea -  NORWAY,5/26/2018 0:00,5/26/2018 13:00,5/27/2018 0:30,7/2/2018 7:15,7/2/2018 12:00,7/6/2018 0:00,Stavanger -  NORWAY,,,,,https://portal.seisintel.com/resources/reports/18NO_01231_v0.1A_comp20180706_0000.pdf,https://portal.seisintel.com/resources/reports/18NO_01231_v0.1C_comp20190619_1200.pdf,https://portal.seisintel.com/resources/tides/18NO_01231_TIDEOUTPUT_61.4897_2.1779_20180519-20180716_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NO_01231_Z500_D10_20180706_0000.mp4,207,Published Coordinates,336,Inferred from AIS,270,380,61.4895,2.18,"https://portal.seisintel.com/#/path/18NO_01231,19NO_01544"
18NO_01210,18NO_01210,ST18221 Grane 4D OBN,OBN,,Magseis Fairfield,Magseis Fairfield,Siddis Sailor,Statoil Petroleum AS,Norway,Yes,Stavanger -  NORWAY,4/29/2018 0:00,5/1/2018 4:45,5/1/2018 15:30,5/25/2018 15:00,5/25/2018 19:15,5/26/2018 0:00,At Sea -  NORWAY,,,,200,https://portal.seisintel.com/resources/reports/18NO_01210_v0.1A_comp20180526_0000.pdf,,https://portal.seisintel.com/resources/tides/18NO_01210_TIDEOUTPUT_59.1653_2.4847_20180424-20180608_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NO_01210_Z500_D10_20180526_0000.mp4,,,138,Inferred from AIS,,,59.17,2.47,"https://portal.seisintel.com/#/path/18NO_01210,18NO_01366"
18NO_01366,18NO_01210,ST18221 Grane 4D OBN,OBN,,Magseis Fairfield,Magseis Fairfield,Siddis Sailor,Equinor Energy AS,Norway,Yes,Mekjarvik -  NORWAY,9/12/2018 0:00,9/15/2018 0:45,9/15/2018 9:45,10/7/2018 10:30,10/7/2018 14:00,10/9/2018 0:00,Bergen -  NORWAY,,,,200,,,https://portal.seisintel.com/resources/tides/18NO_01366_TIDEOUTPUT_59.1652_2.4845_20180908-20181021_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18NO_01366_Z500_D10_20181009_0000.mp4,,,138,Inferred from AIS,,,59.17,2.47,"https://portal.seisintel.com/#/path/18NO_01210,18NO_01366"
22GY_02522,22GY_02521,Stabroek (Liza / Payara) OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Sanco Spirit,Esso E & P Guyana Ltd (ExxonMobil) / Hess,Guyana,Yes,Georgetown -  GUYANA,10/14/2022 0:00,10/17/2022 22:00,10/20/2022 20:30,3/21/2023 3:00,3/21/2023 6:00,3/21/2023 12:00,At Sea -  GUYANA,,,,,https://portal.seisintel.com/resources/reports/22GY_02522_v0.1A_comp20230321_1200.pdf,https://portal.seisintel.com/resources/reports/22GY_02521_v0.1C_comp20230321_1200.pdf,https://portal.seisintel.com/resources/tides/22GY_02522_TIDEOUTPUT_8.1023_-56.9429_20221010-20230408_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22GY_02522_Z500_D10_20221201_1200.mp4,787,Inferred from AIS,1771,Inferred from AIS,,,8.118,-56.928,"https://portal.seisintel.com/#/path/22GY_02521,22GY_02522"
22GY_02521,22GY_02521,Stabroek (Liza / Payara) OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,REM Saltire,Esso E & P Guyana Ltd (ExxonMobil) / Hess,Guyana,Yes,Chaguaramas -  TRINIDAD AND TOBAGO,10/12/2022 15:00,10/14/2022 15:00,10/21/2022 7:00,3/20/2023 14:00,3/21/2023 0:00,3/21/2023 3:00,At Sea -  GUYANA,,,,800,https://portal.seisintel.com/resources/reports/22GY_02521_v0.1A_comp20230321_0300.pdf,https://portal.seisintel.com/resources/reports/22GY_02521_v0.1C_comp20230321_1200.pdf,https://portal.seisintel.com/resources/tides/22GY_02521_TIDEOUTPUT_8.1253_-56.9347_20221007-20230408_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_22GY_02521_Z500_D10_20230301_1200.mp4,787,Inferred from AIS,1771,Inferred from AIS,1400,2280,8.1395,-56.9355,"https://portal.seisintel.com/#/path/22GY_02521,22GY_02522"
23GY_02719,23GY_02718,Stabroek (Snoek / Maka) OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Sanco Spirit,Esso E & P Guyana Ltd (ExxonMobil) / Hess,Guyana,Yes,Chaguaramas -  TRINIDAD AND TOBAGO,7/20/2023 0:00,7/24/2023 18:00,7/27/2023 7:00,11/24/2023 2:00,11/24/2023 5:30,11/28/2023 12:00,Georgetown -  GUYANA,,,,100,https://portal.seisintel.com/resources/reports/23GY_02719_v0.1A_comp20231128_1200.pdf,https://portal.seisintel.com/resources/reports/23GY_02718_v0.1C_comp20231205_0000.pdf,https://portal.seisintel.com/resources/tides/23GY_02719_TIDEOUTPUT_8.0409_-56.8895_20230717-20231208_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_23GY_02719_Z500_D10_20231114_1200.mp4,868,Inferred from AIS,1649,Inferred from AIS,,,8.044,-56.887,"https://portal.seisintel.com/#/path/23GY_02718,23GY_02719"
23GY_02718,23GY_02718,Stabroek (Snoek / Maka) OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,REM Saltire,Esso E & P Guyana Ltd (ExxonMobil) / Hess,Guyana,Yes,At Sea -  GUYANA,7/26/2023 12:00,7/27/2023 0:00,7/27/2023 7:00,12/1/2023 19:00,12/1/2023 21:30,12/5/2023 0:00,Chaguaramas -  TRINIDAD AND TOBAGO,,,,800,https://portal.seisintel.com/resources/reports/23GY_02718_v0.1A_comp20231205_0000.pdf,https://portal.seisintel.com/resources/reports/23GY_02718_v0.1C_comp20231205_0000.pdf,https://portal.seisintel.com/resources/tides/23GY_02718_TIDEOUTPUT_8.0357_-56.8914_20230720-20231219_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_23GY_02718_Z500_D10_20231119_1200.mp4,868,Inferred from AIS,1649,Inferred from AIS,1200,1900,8.0495,-56.879,"https://portal.seisintel.com/#/path/23GY_02718,23GY_02719"
23GY_02601,23GY_02601,Stabroek (Yellowtail) OBN,OBN,Node Layout,Magseis Fairfield,Magseis Fairfield,REM Saltire,Esso E & P Guyana Ltd (ExxonMobil) / Hess,Guyana,Yes,At Sea -  GUYANA,3/21/2023 3:00,3/22/2023 8:30,3/22/2023 13:00,7/25/2023 16:30,7/25/2023 17:00,7/26/2023 12:00,At Sea -  GUYANA,,,,800,https://portal.seisintel.com/resources/reports/23GY_02601_v0.1A_comp20230726_1200.pdf,https://portal.seisintel.com/resources/reports/23GY_02601_v0.1C_comp20230726_1200.pdf,https://portal.seisintel.com/resources/tides/23GY_02601_TIDEOUTPUT_7.9620_-56.6897_20230315-20230812_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_23GY_02601_Z500_D10_20230725_1200.mp4,806,Inferred from AIS,1707,Inferred from AIS,1400,1850,7.9715,-56.6885,"https://portal.seisintel.com/#/path/23GY_02601,23GY_02602"
23GY_02602,23GY_02601,Stabroek (Yellowtail) OBN,OBN,Source,Magseis Fairfield,Magseis Fairfield,Sanco Spirit,Esso E & P Guyana Ltd (ExxonMobil) / Hess,Guyana,Yes,At Sea -  GUYANA,3/21/2023 12:00,3/21/2023 18:00,3/22/2023 0:00,7/17/2023 19:15,7/17/2023 23:30,7/20/2023 0:00,Chaguaramas -  TRINIDAD AND TOBAGO,,,,,https://portal.seisintel.com/resources/reports/23GY_02602_v0.1A_comp20230720_0000.pdf,https://portal.seisintel.com/resources/reports/23GY_02601_v0.1C_comp20230726_1200.pdf,https://portal.seisintel.com/resources/tides/23GY_02602_TIDEOUTPUT_7.9744_-56.6876_20230314-20230812_TPXO_inpr.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_23GY_02602_Z500_D10_20230322_1200.mp4,806,Inferred from AIS,1707,Inferred from AIS,,,7.971,-56.6895,"https://portal.seisintel.com/#/path/23GY_02601,23GY_02602"
18US_01182,18US_01181,Stampede OBN,OBN,Source,Fairfield,Fairfield,Artemis Arctic,Hess / Nexen / Unocal (Chevron) / Statoil,United States,Yes,Orange -  UNITED STATES,3/23/2018 0:00,3/26/2018 21:00,3/29/2018 3:00,5/6/2018 13:00,5/6/2018 21:00,5/9/2018 0:00,Port Fourchon -  UNITED STATES,,,,,https://portal.seisintel.com/resources/reports/18US_01182_v0.1A_comp20180509_0000.pdf,https://portal.seisintel.com/resources/reports/18US_01181_v0.1C_comp20180516_0000.pdf,https://portal.seisintel.com/resources/tides/18US_01182_TIDEOUTPUT_27.4779_-90.5731_20180319-20180520_TPXO.zip,https://portal.seisintel.com/resources/video/hycom_current//HYCOM_18US_01182_Z500_D10_20180510_0000.mp4,225,Inferred from AIS,893,Inferred from AIS,,,27.477,-90.574,"https://portal.seisintel.com/#/path/18US_01181,18US_01182,18US_01183"
